appid,app_type,app_class
6038,usr,z
3087,usr,z
22372,usr,t
147,usr,z
18692,usr,z
6457,usr,z
20577,usr,z
5257,usr,t
14725,usr,z
620,usr,z
22996,usr,t
13661,sys,z
12090,usr,p
12863,usr,z
11733,usr,t
4844,usr,q
8010,usr,z
12138,usr,z
231,usr,i
13318,usr,c
10150,usr,z
4727,usr,z
17276,usr,o
11027,usr,z
8221,usr,z
13359,usr,z
22870,usr,t
16729,usr,z
7006,sys,z
12792,usr,d
19401,sys,i
1387,usr,z
13546,usr,c
14094,usr,d
1975,usr,k
18702,sys,z
11039,sys,z
1595,usr,h
10743,usr,z
10920,usr,g
6036,usr,p
17325,usr,q
12163,sys,z
20495,usr,t
8154,usr,z
5959,usr,d
23504,usr,z
911,usr,z
13688,usr,q
23176,usr,z
6480,usr,z
16508,usr,g
18365,usr,k
14036,sys,z
2785,usr,g
7948,usr,o
13676,usr,m
10802,usr,t
20725,usr,z
12237,usr,z
11570,usr,z
5615,usr,z
19991,usr,f
21649,sys,z
8721,usr,q
17043,sys,h
12951,sys,z
10704,usr,z
22893,usr,z
10349,usr,z
18546,usr,c
22574,usr,g
9428,usr,z
16734,usr,z
17261,usr,z
16278,usr,t
3980,usr,z
13586,sys,z
20169,usr,f
9926,usr,h
9127,usr,o
23305,usr,r
3396,usr,t
11660,usr,a
6912,usr,i
18340,usr,z
19050,sys,z
872,sys,z
13560,usr,g
22825,usr,z
18003,usr,z
20664,usr,i
15914,usr,z
2741,sys,z
2673,usr,z
6769,usr,z
21791,usr,z
11170,usr,i
3288,usr,z
4045,sys,z
2148,sys,z
401,usr,g
23023,sys,z
13890,usr,d
8037,usr,f
21862,usr,t
14662,usr,g
21946,usr,t
8831,usr,z
14889,usr,z
4125,usr,z
194,usr,z
15371,usr,t
8214,usr,z
7818,usr,z
1635,usr,z
5276,usr,a
15470,usr,f
14358,usr,i
18999,usr,h
16530,usr,t
8505,usr,z
12161,usr,t
10487,usr,z
17816,usr,g
12425,usr,q
8222,usr,f
19167,usr,b
6320,usr,f
15778,usr,z
2240,usr,f
23311,usr,a
2797,usr,o
3564,usr,t
20828,usr,c
8193,usr,g
6081,usr,z
5173,usr,a
11596,usr,a
4617,usr,z
22783,usr,z
12537,usr,z
2324,usr,t
1045,usr,z
11316,usr,z
19249,usr,z
9273,usr,z
10610,usr,z
11269,usr,z
14585,usr,z
22061,sys,z
20997,usr,z
2633,usr,z
521,usr,t
11029,usr,z
9324,usr,d
21519,usr,i
8991,usr,z
14905,usr,z
986,usr,t
22220,usr,z
21251,usr,z
1979,sys,z
965,usr,z
30,usr,g
6284,usr,m
16575,usr,l
15191,sys,z
23484,sys,z
1822,usr,t
12988,usr,t
13935,usr,q
1094,usr,g
13962,usr,g
3970,sys,z
23020,usr,z
16756,usr,n
19569,usr,g
14652,usr,t
9858,usr,z
19587,usr,z
22878,usr,t
6033,usr,p
20232,usr,z
11043,usr,g
22442,usr,g
7751,sys,z
20321,usr,t
19215,usr,p
8975,usr,z
2391,usr,z
21098,usr,t
3853,usr,z
6827,usr,z
16057,sys,z
21292,usr,z
1653,sys,z
14158,sys,z
7393,usr,z
9193,usr,t
2089,sys,z
20845,usr,i
7061,usr,z
10262,usr,a
16298,usr,t
20479,usr,t
330,usr,z
22057,usr,t
3244,usr,z
9092,usr,t
5791,usr,g
2010,usr,m
10370,sys,z
13293,usr,z
72,usr,z
3099,usr,p
8135,usr,z
6394,usr,z
13712,usr,b
4491,usr,b
15071,usr,n
22143,usr,z
21507,usr,t
11174,usr,z
14422,usr,t
13154,usr,z
7479,usr,z
13838,sys,z
20090,usr,o
11662,sys,z
8368,usr,h
22485,usr,z
15044,usr,z
1956,usr,t
12129,sys,z
5488,usr,t
2105,usr,n
3754,usr,z
2375,usr,z
9944,usr,z
4525,usr,t
7519,usr,z
22571,usr,t
14185,usr,t
5484,sys,z
1673,sys,z
14591,usr,q
9441,usr,z
20285,usr,k
15569,usr,z
12577,usr,z
21763,usr,q
637,usr,i
22782,usr,z
21221,usr,z
4700,usr,a
8569,sys,z
12269,usr,g
8284,usr,z
21949,usr,z
15763,usr,z
4391,sys,z
274,usr,r
17786,usr,e
16240,usr,z
14064,usr,z
21294,usr,z
8823,usr,z
10815,usr,z
9857,usr,b
20448,usr,t
16152,usr,z
10110,usr,z
2007,sys,z
5033,sys,z
3525,sys,g
7988,sys,z
16923,usr,q
7469,usr,z
5925,sys,z
3731,usr,z
18615,usr,z
15853,usr,q
1877,usr,b
1438,usr,z
13733,usr,z
5705,usr,t
5652,usr,z
6523,usr,t
17444,usr,n
20079,usr,z
18216,sys,z
529,usr,z
9397,usr,z
12547,usr,t
12781,sys,z
2865,usr,z
17052,usr,z
14257,usr,z
22394,usr,z
13228,usr,z
16752,usr,z
8805,usr,z
18391,usr,z
6854,usr,z
4825,usr,z
20483,usr,g
17964,usr,j
19657,usr,a
19964,usr,m
5375,usr,z
19571,usr,z
20054,usr,z
2671,usr,z
1849,sys,z
15935,usr,z
7386,usr,z
7986,usr,z
5949,sys,z
20221,usr,t
2563,usr,z
20357,usr,i
13799,usr,z
12841,usr,z
4997,sys,g
21047,sys,z
9020,sys,g
14840,usr,z
1502,usr,i
4930,usr,z
17774,usr,z
21372,usr,f
1046,usr,z
16075,usr,z
5617,usr,z
21643,usr,f
13813,sys,z
23283,usr,g
13561,usr,z
18759,usr,z
3991,sys,z
14540,usr,o
7058,usr,i
16122,usr,m
536,usr,f
11381,usr,z
20920,usr,q
1136,usr,z
3113,usr,z
4694,usr,a
19019,usr,z
18359,usr,q
4833,usr,z
8614,usr,h
1780,usr,t
4469,usr,z
17306,usr,o
7338,usr,z
1587,usr,g
22482,sys,f
8573,sys,z
10867,usr,z
9565,usr,t
17105,usr,h
20377,usr,a
22966,usr,t
6845,usr,z
15844,usr,b
2812,usr,t
22726,usr,t
14393,usr,t
1164,usr,t
12700,usr,b
3959,usr,q
7798,usr,z
3658,usr,z
18104,usr,i
4714,usr,t
16606,sys,z
8361,usr,t
12776,usr,z
882,usr,z
18223,sys,z
17900,sys,g
6704,usr,t
19952,usr,n
8465,usr,d
15402,sys,z
11703,usr,z
22480,usr,g
22775,usr,z
6989,usr,r
8319,usr,z
21971,usr,z
2851,usr,z
3459,usr,l
20366,usr,z
9743,usr,z
22877,usr,z
22402,usr,z
20094,usr,z
4696,sys,z
15151,usr,g
3491,usr,s
23377,usr,b
3560,sys,z
20537,usr,g
4092,usr,c
19695,sys,g
1386,usr,z
22686,usr,t
12250,usr,q
6378,usr,z
10615,usr,z
13775,usr,z
14587,usr,d
7072,usr,t
15654,usr,g
17850,usr,z
15137,usr,t
7426,usr,b
12486,usr,i
22056,usr,t
12847,usr,z
11091,usr,a
4345,usr,z
11727,usr,i
1141,usr,i
19282,sys,z
22567,usr,t
8929,usr,z
13245,usr,b
8604,usr,q
22816,usr,j
942,usr,z
1765,usr,t
16851,sys,z
2791,usr,l
1344,usr,z
2828,usr,z
17453,usr,g
22088,usr,t
6398,usr,t
18238,usr,t
16829,usr,z
5415,usr,z
21920,usr,z
21070,usr,g
11538,usr,z
15546,usr,g
12720,usr,z
20393,usr,z
2392,usr,z
22144,sys,z
7648,sys,z
22191,sys,z
7250,usr,z
11467,sys,z
21174,sys,z
18519,usr,z
14351,usr,z
22510,usr,c
21160,usr,z
9452,usr,z
11981,usr,z
9168,usr,z
3725,sys,z
12021,usr,b
13827,usr,z
21437,usr,f
16000,sys,z
20205,usr,q
18597,usr,t
18796,usr,z
6876,usr,z
4518,usr,c
1994,usr,g
14555,usr,z
8210,usr,t
11048,usr,p
15390,usr,i
12228,usr,z
15975,usr,t
437,usr,z
7109,sys,z
15194,usr,z
3142,usr,s
1685,usr,z
5744,usr,t
18619,sys,z
7078,usr,z
18888,usr,g
1222,usr,t
2370,usr,t
23451,usr,z
14709,usr,t
11915,usr,z
14034,usr,z
1908,usr,t
4183,sys,z
3695,usr,p
2930,usr,z
440,usr,m
9113,sys,z
12884,usr,z
16295,usr,n
486,usr,z
17003,usr,t
21590,usr,z
14688,sys,z
15074,sys,z
14102,usr,z
14808,usr,q
7533,usr,z
10505,usr,t
13290,usr,t
20434,sys,z
14160,sys,z
4209,sys,z
22159,sys,z
4900,usr,b
1818,usr,t
16600,usr,z
6608,usr,z
3439,usr,d
16781,usr,t
21466,usr,z
10048,usr,a
13063,usr,z
18393,usr,t
22487,sys,z
19532,usr,c
20846,usr,z
12267,usr,b
5892,usr,z
21723,usr,t
6543,usr,t
12750,usr,z
20259,usr,z
17455,usr,t
23517,usr,t
17555,usr,t
3456,usr,t
15523,usr,z
16655,usr,i
21414,usr,z
2342,usr,l
5576,usr,l
2378,usr,z
12686,usr,i
14084,usr,z
8622,usr,z
18907,usr,z
9212,usr,i
8482,usr,z
9620,usr,z
12498,usr,z
450,usr,z
19715,usr,g
17864,usr,z
18448,usr,z
22504,sys,z
5059,usr,z
18891,usr,z
14131,usr,a
15032,usr,z
14508,usr,i
305,sys,z
16975,usr,z
12274,usr,f
6526,sys,z
18659,usr,z
2521,usr,d
17905,usr,z
8904,usr,t
13772,usr,z
20292,usr,z
23471,sys,z
21830,usr,z
19710,usr,z
17014,sys,z
7831,usr,a
7120,usr,z
1884,usr,b
6711,usr,z
14903,usr,z
13321,usr,a
20693,sys,z
1459,usr,z
12907,usr,z
22954,usr,z
11996,usr,z
13702,usr,z
9828,usr,z
14810,usr,z
16251,usr,c
9846,sys,z
3380,usr,z
7115,usr,z
16557,usr,c
21648,usr,z
9111,sys,z
6663,usr,d
12922,usr,b
6910,sys,z
4149,sys,z
8964,usr,o
18017,usr,z
4146,usr,j
12919,usr,z
10619,usr,z
22216,usr,m
19661,usr,m
18727,usr,t
16018,usr,q
9559,usr,z
2170,usr,z
22000,sys,z
10053,sys,z
19493,sys,z
17039,usr,z
9408,usr,l
9644,usr,z
7638,usr,z
15154,usr,z
8737,usr,q
7183,usr,m
12754,usr,i
16624,sys,z
1374,usr,f
22607,usr,z
20983,usr,m
14062,sys,z
18063,usr,k
21324,usr,t
6959,usr,r
6339,usr,z
3431,usr,s
17488,usr,z
22787,usr,z
17180,usr,z
226,usr,z
3317,usr,z
14174,sys,z
16935,usr,d
22239,usr,z
19970,usr,z
23054,usr,z
23191,usr,z
21546,usr,z
14128,usr,z
4982,sys,z
1618,usr,z
20081,usr,z
18557,usr,z
15691,usr,z
6924,usr,g
19469,usr,z
683,usr,q
7629,sys,z
1318,usr,z
7041,usr,g
6477,usr,l
12344,usr,z
1674,usr,z
10417,usr,z
7978,usr,z
16751,usr,z
14553,usr,z
4318,usr,z
4990,usr,p
7375,usr,z
13686,sys,z
963,sys,z
1366,usr,z
23224,usr,z
5409,sys,z
9167,usr,b
1608,usr,e
1801,usr,e
1153,usr,z
6409,sys,z
12378,usr,z
9077,usr,z
5637,usr,z
18133,usr,z
19258,usr,z
16164,usr,z
12234,usr,c
18076,sys,z
22360,usr,g
1703,usr,t
7718,usr,z
15633,usr,t
14480,usr,z
18377,sys,z
6552,usr,z
5804,usr,k
9547,usr,o
2464,usr,b
14224,usr,i
17159,usr,t
9436,usr,c
10278,usr,z
22448,usr,t
875,sys,z
4460,usr,f
8949,usr,s
15244,usr,z
13023,usr,z
2617,usr,z
16550,usr,z
10286,usr,f
7214,usr,z
18450,usr,z
18042,usr,t
3433,usr,o
21617,usr,z
5784,sys,z
6522,usr,t
21185,usr,z
12091,sys,z
16391,usr,j
20731,usr,g
4310,usr,z
15264,usr,z
7380,sys,z
4941,sys,s
13568,sys,z
14093,usr,z
8994,usr,z
952,sys,z
2367,usr,p
12373,usr,g
7211,usr,z
19361,usr,j
18143,usr,t
10799,usr,c
10397,usr,z
16360,usr,z
16740,usr,z
2480,usr,z
39,usr,q
8078,usr,z
6065,usr,z
18499,usr,h
19750,usr,z
11554,usr,z
10761,usr,b
1560,usr,t
5384,usr,t
3025,usr,p
17969,usr,z
22340,usr,z
15376,usr,z
21097,usr,z
18014,usr,z
8795,sys,z
19284,sys,z
11994,usr,z
16848,usr,z
16909,usr,z
17937,sys,s
18956,usr,z
4287,usr,l
11322,usr,o
3375,usr,z
6513,usr,t
3442,sys,z
4914,sys,z
15689,sys,z
13032,usr,z
13503,usr,z
350,usr,z
6008,usr,a
21150,usr,z
4945,usr,z
20902,usr,t
19079,usr,z
7867,usr,z
3513,usr,z
11319,usr,z
20979,usr,t
7175,usr,z
23229,sys,z
10491,sys,z
1867,usr,n
13444,usr,j
17241,usr,z
14522,usr,q
22388,usr,z
22680,usr,l
18909,usr,a
13990,usr,a
12740,usr,z
7191,usr,g
9954,usr,t
57,usr,z
18306,usr,z
15788,usr,n
21205,usr,z
1749,usr,z
4576,usr,j
1887,usr,z
20413,usr,i
2826,usr,e
18614,usr,z
15586,sys,z
19808,sys,z
731,sys,z
17072,usr,t
1341,usr,o
14920,usr,m
8824,sys,z
21640,usr,z
1038,usr,z
18802,usr,z
20042,usr,h
16312,usr,z
5975,usr,z
6665,usr,g
1229,usr,j
10850,usr,z
4124,usr,z
8382,usr,g
15904,usr,z
3079,sys,z
2605,usr,z
11472,usr,z
16885,usr,z
10889,usr,j
10460,usr,z
1049,usr,i
19485,usr,l
2860,usr,s
20532,usr,z
16931,sys,z
4317,usr,t
16904,usr,h
13492,usr,z
8552,usr,z
13458,usr,t
23164,usr,t
19400,usr,z
5224,usr,z
630,sys,z
9091,usr,t
12448,usr,t
9878,sys,z
12658,sys,z
17050,sys,z
6002,usr,z
6948,usr,o
20215,usr,t
18325,usr,z
588,usr,z
534,usr,t
2913,usr,z
2938,usr,i
4737,usr,z
4130,usr,c
3553,usr,t
1533,usr,z
4271,usr,p
22477,usr,g
329,sys,z
5911,usr,d
18658,usr,z
2173,usr,z
23077,usr,t
12812,usr,d
16539,usr,t
15132,sys,z
3537,sys,z
14978,usr,z
8584,usr,g
16314,usr,z
8727,usr,g
11507,sys,a
14133,sys,z
22617,sys,z
23014,usr,z
1823,usr,z
1089,usr,z
2369,usr,z
3810,usr,z
14256,usr,f
15254,usr,z
12028,usr,z
9200,usr,h
5150,usr,z
2941,usr,c
14091,sys,z
2898,usr,z
2675,usr,t
5937,usr,z
5357,sys,z
11704,sys,z
13236,usr,t
16571,usr,z
15570,usr,z
673,usr,z
2032,usr,z
9915,usr,b
6015,usr,s
9434,usr,t
23251,usr,z
7703,usr,z
2317,sys,z
4536,usr,z
3226,usr,f
5136,usr,z
3496,usr,d
19425,usr,z
6491,usr,z
1766,usr,i
11714,usr,b
8615,usr,i
1789,usr,i
6161,usr,z
9557,usr,t
16601,usr,d
18245,usr,z
3996,usr,z
23280,usr,t
20907,usr,z
1130,usr,z
7791,usr,t
14511,usr,i
16883,usr,z
1120,usr,z
18212,usr,z
13080,usr,z
21053,usr,z
4347,usr,z
21246,usr,t
1446,usr,z
4615,sys,z
18484,usr,k
10893,usr,o
6599,usr,f
22278,usr,t
10227,usr,n
12504,sys,z
7660,usr,z
13738,usr,z
18477,usr,z
19042,usr,z
14056,usr,g
11109,usr,t
11666,usr,f
3361,usr,p
1803,usr,t
4278,usr,f
3111,sys,z
10214,usr,i
2653,usr,b
258,usr,z
21026,usr,t
22421,usr,t
19936,usr,k
17806,usr,t
4441,usr,i
10025,usr,z
16177,usr,t
6693,usr,z
9295,usr,z
14684,usr,z
10932,sys,g
14625,usr,z
22012,usr,z
3824,sys,z
3446,usr,z
5831,usr,t
19027,usr,z
15997,usr,z
8850,usr,z
13175,sys,z
10246,sys,z
21059,usr,d
11643,usr,z
251,usr,z
1637,usr,t
5391,usr,l
1391,usr,z
1460,usr,a
16974,usr,z
256,usr,z
1864,usr,z
21311,usr,z
17069,sys,z
22400,usr,z
22612,usr,f
13518,sys,z
10484,usr,t
6461,usr,z
14703,usr,z
10146,usr,z
3146,usr,i
15248,usr,z
3354,usr,t
14474,usr,z
21349,usr,t
7252,usr,t
13111,usr,h
20630,usr,t
23207,usr,b
13381,usr,g
14974,usr,z
2645,usr,z
19242,usr,z
8686,usr,z
9067,usr,z
3038,usr,z
17022,sys,z
21308,usr,z
21631,usr,z
7821,usr,z
15773,sys,z
18649,usr,r
22656,usr,z
8780,sys,z
21884,sys,g
12358,usr,z
17618,usr,g
18472,sys,z
13027,usr,b
16200,usr,t
7811,usr,z
1933,usr,z
11683,usr,f
11861,sys,z
9916,usr,z
18496,usr,z
20104,usr,z
16636,usr,z
8327,usr,z
13563,sys,z
1111,sys,z
8863,usr,z
13807,usr,t
13415,usr,z
5014,usr,z
12095,usr,z
21898,usr,z
14855,usr,z
2404,usr,z
22738,usr,z
7209,usr,d
7304,usr,z
608,usr,b
13181,usr,i
11119,usr,z
21529,usr,z
10671,usr,z
7939,usr,z
22880,sys,z
21228,usr,z
3921,usr,z
6380,usr,z
17371,usr,z
21234,usr,z
5272,sys,z
4516,usr,c
2019,usr,z
9177,usr,z
1003,usr,z
9236,usr,z
4320,usr,z
23444,usr,t
11197,usr,i
18229,usr,g
21517,usr,q
17421,usr,a
11358,sys,z
1041,usr,z
7093,usr,z
22976,sys,o
16573,usr,t
11305,sys,z
9561,usr,z
16786,sys,z
20887,usr,z
9184,usr,a
5904,usr,a
4952,usr,z
11504,usr,s
515,sys,z
16237,sys,z
5896,usr,z
11597,usr,z
14397,usr,j
15177,usr,z
2183,usr,z
13569,usr,z
15093,usr,z
15989,usr,z
18346,sys,z
7499,sys,z
7144,usr,t
4184,usr,z
19624,usr,z
8539,usr,z
22117,usr,z
4250,usr,d
1611,sys,z
19746,usr,z
8596,usr,z
12417,usr,z
8282,usr,z
5917,usr,t
5002,sys,z
22460,usr,z
2664,usr,z
8360,usr,z
5198,usr,z
18533,usr,z
9701,usr,z
5715,usr,z
7432,usr,z
22579,sys,s
18092,sys,z
517,usr,z
21801,usr,i
7817,usr,t
14918,sys,z
10898,usr,e
12559,usr,i
11192,usr,j
20737,usr,t
18813,usr,t
9998,usr,z
13437,usr,z
22684,usr,e
3216,usr,j
3478,usr,z
6541,usr,g
10457,usr,z
2305,usr,z
19177,usr,z
5935,usr,z
10694,usr,f
5102,usr,j
16927,usr,t
11185,usr,z
10887,usr,z
23186,usr,g
19092,usr,f
23083,usr,g
21408,usr,t
11823,usr,t
4369,usr,t
21404,usr,z
10706,usr,z
6009,usr,g
11542,usr,m
9445,usr,m
9389,usr,z
21566,usr,z
7424,usr,z
17741,sys,z
12768,usr,z
6010,sys,z
18415,sys,z
3757,sys,t
15836,sys,z
8000,usr,q
7370,sys,z
9372,usr,t
20365,usr,z
23607,usr,t
6893,usr,z
2827,usr,g
12043,sys,z
11245,sys,z
17497,usr,z
17189,sys,z
15718,usr,z
528,usr,z
11065,usr,t
18931,usr,z
2421,usr,i
23041,sys,z
2614,usr,z
17929,usr,n
4526,usr,t
2792,usr,t
16497,usr,z
5313,usr,z
7243,usr,b
8454,usr,t
21691,usr,z
818,sys,z
4126,usr,z
2160,usr,z
9344,usr,z
22937,usr,i
18051,usr,d
23580,usr,z
21587,usr,z
11876,usr,z
5634,usr,z
21397,usr,z
14756,usr,q
5457,usr,z
10321,usr,z
17896,usr,z
7281,usr,i
10088,usr,z
2885,usr,z
15610,usr,t
15313,sys,z
12112,usr,z
9519,usr,z
10941,usr,z
20895,usr,z
15467,usr,z
5158,usr,z
9088,usr,b
15733,usr,t
12708,usr,z
4329,usr,t
7508,usr,z
18046,usr,z
4042,usr,z
8518,usr,z
1129,usr,z
3609,usr,z
10463,usr,o
2561,usr,c
11841,usr,z
8543,usr,k
6724,usr,z
20174,usr,t
2061,sys,z
4858,usr,b
4927,usr,z
15670,sys,z
15209,sys,z
7774,usr,t
22959,usr,z
18342,sys,z
12497,usr,z
14886,usr,z
19553,usr,z
4343,usr,j
6882,usr,z
16794,usr,z
21800,usr,t
23556,usr,z
8055,usr,l
10020,usr,m
1918,usr,n
2078,sys,z
18090,usr,z
16247,usr,z
8022,sys,z
12245,usr,z
17152,usr,z
14930,usr,z
20642,usr,z
20438,usr,g
19906,usr,z
8160,usr,z
19623,usr,z
12906,usr,z
5961,usr,z
3583,usr,t
21102,usr,z
21785,usr,a
21595,usr,z
5143,usr,z
15952,usr,t
8512,usr,z
15699,usr,z
18378,usr,z
3771,sys,z
19183,usr,z
5679,usr,z
6873,sys,z
12763,usr,z
14773,usr,t
6087,usr,z
7971,usr,t
988,usr,z
13957,usr,z
19651,usr,z
11260,usr,d
10506,usr,z
2720,usr,z
14832,usr,i
10749,usr,z
4661,usr,d
8722,sys,z
11830,usr,z
18368,usr,z
6397,usr,z
17994,usr,k
14728,usr,z
4456,sys,z
20491,usr,r
6961,usr,z
20040,usr,z
13282,usr,t
7433,usr,t
9897,usr,z
1881,usr,o
10752,usr,z
16560,usr,g
15632,usr,z
14851,usr,z
11334,usr,k
8642,usr,z
15649,usr,i
9651,usr,i
17082,usr,z
20228,usr,g
9002,usr,z
7528,usr,z
21000,usr,z
3295,usr,t
15141,usr,z
9756,usr,z
1729,usr,z
6229,usr,q
16234,usr,z
3128,usr,z
15944,usr,z
1093,usr,a
14448,usr,i
14122,usr,z
5480,usr,z
13737,usr,z
9033,sys,z
20554,usr,t
13906,usr,z
17780,usr,i
9314,sys,z
2094,sys,z
8874,usr,t
20038,usr,i
6858,usr,a
6783,usr,a
799,usr,g
12814,sys,z
21189,usr,z
6308,usr,z
5422,sys,z
5817,usr,t
1071,usr,z
17315,sys,z
4215,usr,o
2157,usr,z
13435,usr,z
3619,sys,z
21320,usr,z
11354,usr,z
20940,usr,z
14898,usr,z
14532,sys,g
3394,usr,z
11900,usr,z
9525,sys,z
19359,usr,k
21986,usr,z
17411,usr,p
2017,usr,z
22667,usr,t
22689,usr,z
23452,usr,d
6420,sys,z
21876,usr,z
22246,usr,z
16707,usr,z
3625,sys,z
13240,usr,t
19138,usr,n
17570,usr,z
16060,usr,f
13592,sys,z
17176,sys,z
12204,sys,z
17638,usr,e
21895,usr,q
3372,sys,z
18430,usr,p
13855,usr,p
6633,sys,z
6134,usr,z
9514,usr,z
20724,usr,t
5037,usr,z
10217,usr,z
19309,usr,t
6823,sys,z
16024,sys,z
5602,sys,z
22576,usr,j
20623,usr,o
15636,usr,z
10844,usr,z
21157,usr,z
2912,usr,t
14934,usr,z
5032,usr,z
16412,usr,z
14228,usr,h
14541,usr,g
19669,sys,z
23048,sys,z
2723,usr,z
1167,usr,z
5045,usr,z
4398,usr,o
6452,usr,z
8744,usr,z
12515,sys,z
3264,usr,i
18569,usr,t
18124,usr,t
22700,sys,q
21299,sys,z
21318,usr,t
23337,usr,j
4961,usr,z
16339,sys,z
19139,usr,t
6776,usr,t
17212,usr,z
10245,usr,g
7786,sys,z
7689,usr,z
20530,usr,z
1155,usr,z
15240,usr,c
17329,usr,z
8696,usr,z
8500,usr,z
21156,usr,z
5380,usr,z
287,usr,z
16266,usr,z
8610,usr,t
17814,usr,z
20536,usr,z
17006,usr,z
19573,usr,z
21502,usr,z
8177,usr,b
20287,usr,z
6766,usr,p
7852,usr,t
19776,usr,l
17927,usr,z
3823,usr,t
23278,usr,z
10777,usr,k
4132,usr,z
1911,usr,n
3865,usr,j
11524,usr,z
11557,usr,z
6622,usr,z
5623,usr,z
18436,usr,q
12638,usr,g
11451,usr,t
3717,usr,z
674,usr,z
17930,usr,z
14554,sys,z
6582,usr,z
7142,usr,z
11203,usr,z
12153,usr,m
14830,usr,z
12512,usr,z
23577,sys,z
1142,sys,z
16044,usr,z
22923,sys,z
17798,usr,z
4845,usr,q
23079,sys,z
18532,usr,z
14226,usr,t
12013,usr,z
6468,usr,n
19747,usr,n
1521,usr,t
23589,sys,z
14193,usr,z
11806,usr,z
461,usr,i
1937,usr,z
18707,usr,z
21845,usr,t
1939,usr,z
15344,usr,t
17635,usr,t
18151,usr,g
20307,usr,z
18168,usr,z
4416,usr,t
8337,sys,z
1236,usr,z
15800,usr,q
14516,usr,z
3552,usr,i
3068,usr,p
2731,usr,z
13225,usr,z
13721,usr,z
841,usr,p
15500,usr,z
21713,usr,z
21687,usr,z
5028,usr,z
21602,usr,z
7552,usr,p
21151,usr,z
7937,usr,z
3828,usr,z
7125,usr,a
16253,usr,n
1598,sys,s
18406,sys,z
2864,usr,z
13594,usr,z
23427,usr,g
14674,usr,t
17525,usr,g
8257,usr,z
5330,usr,z
20751,usr,z
8034,usr,k
7290,usr,z
14206,sys,z
7285,usr,z
10683,usr,z
20898,usr,z
14236,usr,z
4211,usr,z
6448,usr,f
4679,sys,z
9638,sys,z
16567,sys,z
6495,usr,z
10646,usr,z
22198,usr,z
15694,usr,z
9863,sys,z
4193,usr,g
3008,usr,c
17569,sys,z
2147,usr,j
1105,usr,z
9540,usr,z
20291,usr,z
10399,usr,z
21108,sys,z
5849,usr,k
22823,usr,k
16223,sys,z
5610,sys,z
4445,sys,z
3966,usr,t
11645,usr,t
6977,usr,t
17429,usr,z
18465,usr,z
14307,usr,z
15872,usr,t
2357,usr,z
9904,usr,z
3807,usr,z
1487,usr,t
17398,usr,t
5985,usr,z
3462,usr,z
16586,usr,z
598,usr,c
8220,usr,z
21361,usr,b
2964,usr,z
386,usr,z
23302,usr,h
15912,usr,z
15755,usr,h
3194,usr,t
8114,usr,e
4427,usr,t
11811,usr,z
591,usr,z
17712,usr,z
157,usr,z
4899,usr,z
8657,usr,z
12324,usr,z
403,usr,z
18994,usr,t
15469,usr,q
19679,usr,z
18350,usr,g
7025,usr,z
13214,usr,z
14897,usr,z
22452,usr,z
9712,usr,t
11100,usr,z
4618,usr,z
10585,usr,h
16603,usr,t
12779,usr,t
14599,usr,t
16005,usr,z
15220,usr,z
602,usr,z
16761,sys,z
9847,usr,z
948,usr,z
13665,usr,t
3205,usr,z
17001,usr,z
14735,usr,z
21,usr,z
2537,usr,t
14627,usr,j
8413,sys,c
428,usr,n
4013,sys,z
13814,usr,j
11883,usr,p
1118,usr,h
15099,usr,a
434,usr,z
6980,usr,a
12293,usr,i
15406,usr,z
10980,usr,z
15896,sys,z
3793,usr,z
22663,usr,i
16285,usr,z
8724,usr,z
5934,usr,z
9417,usr,z
3294,usr,t
6836,usr,b
20374,usr,t
7321,usr,p
13252,usr,z
22269,usr,z
3036,usr,z
17484,usr,t
252,usr,z
16399,usr,j
21313,usr,z
7342,usr,z
10597,usr,n
13047,usr,z
18776,usr,z
12447,usr,z
11758,usr,n
16653,usr,t
7684,usr,z
23592,usr,z
16932,sys,z
11874,usr,z
863,usr,z
23569,usr,z
8845,usr,z
15067,usr,z
12804,usr,z
7674,usr,z
21935,usr,z
11778,usr,z
14606,usr,z
21369,usr,z
19779,usr,z
2553,usr,z
4046,usr,z
18476,usr,t
6117,usr,z
13763,usr,z
11366,usr,z
576,usr,z
20964,usr,z
2977,usr,a
19200,usr,t
21344,usr,z
11464,usr,t
12994,usr,z
12850,usr,z
10097,usr,t
17738,usr,z
22354,sys,z
20271,usr,t
15843,usr,z
16583,usr,c
10379,usr,z
8515,usr,z
22412,usr,z
22869,usr,p
22031,sys,z
10791,usr,z
6913,usr,p
16315,usr,z
7395,usr,k
18578,usr,z
4030,usr,z
4079,usr,z
13362,usr,z
15216,usr,z
16733,usr,z
17957,usr,z
20348,sys,s
3057,sys,s
12402,sys,z
2059,usr,z
22820,usr,z
8229,usr,j
19373,usr,z
145,usr,k
18653,usr,z
21508,usr,q
7795,usr,z
11953,usr,z
374,usr,z
13831,usr,z
21772,usr,t
388,usr,h
19820,usr,z
13378,usr,z
11917,usr,j
8191,usr,z
13317,sys,z
16581,usr,z
2663,usr,z
13684,usr,z
21614,usr,z
9409,usr,z
5734,usr,n
14246,usr,s
8855,usr,r
3716,usr,f
23571,usr,i
11938,usr,g
18334,usr,z
7287,usr,z
6243,usr,i
12524,usr,t
4336,usr,z
12813,usr,z
1684,usr,i
22243,usr,z
9986,usr,z
