,appid,app_class
2001,7519,
2002,22571,t
2003,14185,t
2004,5484,
2005,1673,
2006,14591,q
2007,9441,
2008,20285,k
2009,15569,
2010,12577,
2011,21763,q
2012,637,i
2013,22782,
2014,21221,
2015,4700,a
2016,8569,
2017,12269,g
2018,8284,
2019,21949,
2020,15763,
2021,4391,
2022,274,r
2023,17786,e
2024,16240,
2025,14064,
2026,21294,
2027,8823,
2028,10815,
2029,9857,b
2030,20448,t
2031,16152,
2032,10110,
2033,2007,
2034,5033,
2035,3525,g
2036,7988,
2037,16923,q
2038,7469,
2039,5925,
2040,3731,
2041,18615,
2042,15853,q
2043,1877,b
2044,1438,
2045,13733,
2046,5705,t
2047,5652,
2048,6523,t
2049,17444,n
2050,20079,
2051,18216,
2052,529,
2053,9397,
2054,12547,t
2055,12781,
2056,2865,
2057,17052,
2058,14257,
2059,22394,
2060,13228,
2061,16752,
2062,8805,
2063,18391,
2064,6854,
2065,4825,
2066,20483,g
2067,17964,j
2068,19657,a
2069,19964,m
2070,5375,
2071,19571,
2072,20054,
2073,2671,
2074,1849,
2075,15935,
2076,7386,
2077,7986,
2078,5949,
2079,20221,t
2080,2563,
2081,20357,i
2082,13799,
2083,12841,
2084,4997,g
2085,21047,
2086,9020,g
2087,14840,
2088,1502,i
2089,4930,
2090,17774,
2091,21372,f
2092,1046,
2093,16075,
2094,5617,
2095,21643,f
2096,13813,
2097,23283,g
2098,13561,
2099,18759,
2100,3991,
2101,14540,o
2102,7058,i
2103,16122,m
2104,536,f
2105,11381,
2106,20920,q
2107,1136,
2108,3113,
2109,4694,a
2110,19019,
2111,18359,q
2112,4833,
2113,8614,h
2114,1780,t
2115,4469,
2116,17306,o
2117,7338,
2118,1587,g
2119,22482,f
2120,8573,
2121,10867,
2122,9565,t
2123,17105,h
2124,20377,a
2125,22966,t
2126,6845,
2127,15844,b
2128,2812,t
2129,22726,t
2130,14393,t
2131,1164,t
2132,12700,b
2133,3959,q
2134,7798,
2135,3658,
2136,18104,i
2137,4714,t
2138,16606,
2139,8361,t
2140,12776,
2141,882,
2142,18223,
2143,17900,g
2144,6704,t
2145,19952,n
2146,8465,d
2147,15402,
2148,11703,
2149,22480,g
2150,22775,
2151,6989,r
2152,8319,
2153,21971,
2154,2851,
2155,3459,l
2156,20366,
2157,9743,
2158,22877,
2159,22402,
2160,20094,
2161,4696,
2162,15151,g
2163,3491,s
2164,23377,b
2165,3560,
2166,20537,g
2167,4092,c
2168,19695,g
2169,1386,
2170,22686,t
2171,12250,q
2172,6378,
2173,10615,
2174,13775,
2175,14587,d
2176,7072,t
2177,15654,g
2178,17850,
2179,15137,t
2180,7426,b
2181,12486,i
2182,22056,t
2183,12847,
2184,11091,a
2185,4345,
2186,11727,i
2187,1141,i
2188,19282,
2189,22567,t
2190,8929,
2191,13245,b
2192,8604,q
2193,22816,j
2194,942,
2195,1765,t
2196,16851,
2197,2791,l
2198,1344,
2199,2828,
2200,17453,g
2201,22088,t
2202,6398,t
2203,18238,t
2204,16829,
2205,5415,
2206,21920,
2207,21070,g
2208,11538,
2209,15546,g
2210,12720,
2211,20393,
2212,2392,
2213,22144,
2214,7648,
2215,22191,
2216,7250,
2217,11467,
2218,21174,
2219,18519,
2220,14351,
2221,22510,c
2222,21160,
2223,9452,
2224,11981,
2225,9168,
2226,3725,
2227,12021,b
2228,13827,
2229,21437,f
2230,16000,
2231,20205,q
2232,18597,t
2233,18796,
2234,6876,
2235,4518,c
2236,1994,g
2237,14555,
2238,8210,t
2239,11048,p
2240,15390,i
2241,12228,
2242,15975,t
2243,437,
2244,7109,
2245,15194,
2246,3142,s
2247,1685,
2248,5744,t
2249,18619,
2250,7078,
2251,18888,g
2252,1222,t
2253,2370,t
2254,23451,
2255,14709,t
2256,11915,
2257,14034,
2258,1908,t
2259,4183,
2260,3695,p
2261,2930,
2262,440,m
2263,9113,
2264,12884,
2265,16295,n
2266,486,
2267,17003,t
2268,21590,
2269,14688,
2270,15074,
2271,14102,
2272,14808,q
2273,7533,
2274,10505,t
2275,13290,t
2276,20434,
2277,14160,
2278,4209,
2279,22159,
2280,4900,b
2281,1818,t
2282,1818,t
2283,16600,
2284,6608,
2285,3439,d
2286,16781,t
2287,21466,
2288,10048,a
2289,13063,
2290,18393,t
2291,22487,
2292,19532,c
2293,20846,
2294,12267,b
2295,5892,
2296,21723,t
2297,6543,t
2298,12750,
2299,20259,
2300,17455,t
2301,23517,t
2302,17555,t
2303,3456,t
2304,15523,
2305,16655,i
2306,21414,
2307,2342,l
2308,5576,l
2309,2378,
2310,12686,i
2311,14084,
2312,8622,
2313,18907,
2314,9212,i
2315,8482,
2316,9620,
2317,12498,
2318,450,
2319,19715,g
2320,17864,
2321,18448,
2322,22504,
2323,5059,
2324,18891,
2325,14131,a
2326,15032,
2327,14508,i
2328,305,
2329,16975,
2330,12274,f
2331,6526,
2332,18659,
2333,2521,d
2334,17905,
2335,8904,t
2336,13772,
2337,20292,
2338,23471,
2339,21830,
2340,19710,
2341,17014,
2342,7831,a
2343,7120,
2344,1884,b
2345,6711,
2346,14903,
2347,13321,a
2348,20693,
2349,1459,
2350,12907,
2351,22954,
2352,11996,
2353,13702,
2354,9828,
2355,14810,
2356,16251,c
2357,9846,
2358,3380,
2359,7115,
2360,16557,c
2361,21648,
2362,9111,
2363,6663,d
2364,12922,b
2365,6910,
2366,4149,
2367,8964,o
2368,18017,
2369,4146,j
2370,12919,
2371,10619,
2372,22216,m
2373,19661,m
2374,18727,t
2375,16018,q
2376,9559,
2377,2170,
2378,22000,
2379,10053,
2380,19493,
2381,17039,
2382,9408,l
2383,9644,
2384,7638,
2385,15154,
2386,8737,q
2387,7183,m
2388,12754,i
2389,16624,
2390,1374,f
2391,22607,
2392,20983,m
2393,14062,
2394,18063,k
2395,21324,t
2396,6959,r
2397,6339,
2398,3431,s
2399,17488,
2400,22787,
2401,17180,
2402,226,
2403,3317,
2404,14174,
2405,16935,d
2406,22239,
2407,19970,
2408,23054,
2409,23191,
2410,21546,
2411,14128,
2412,4982,
2413,1618,
2414,20081,
2415,18557,
2416,15691,
2417,6924,g
2418,19469,
2419,683,q
2420,7629,
2421,1318,
2422,7041,g
2423,6477,l
2424,12344,
2425,1674,
2426,10417,
2427,7978,
2428,16751,
2429,14553,
2430,4318,
2431,4990,p
2432,7375,
2433,13686,
2434,963,
2435,1366,
2436,23224,
2437,5409,
2438,9167,b
2439,1608,e
2440,1801,e
2441,1153,
2442,6409,
2443,12378,
2444,9077,
2445,5637,
2446,18133,
2447,19258,
2448,16164,
2449,12234,c
2450,18076,
2451,22360,g
2452,1703,t
2453,7718,
2454,15633,t
2455,14480,
2456,18377,
2457,6552,
2458,5804,k
2459,9547,o
2460,2464,b
2461,14224,i
2462,17159,t
2463,9436,c
2464,10278,
2465,22448,t
2466,875,
2467,4460,f
2468,8949,s
2469,15244,
2470,13023,
2471,2617,
2472,16550,
2473,10286,f
2474,7214,
2475,18450,
2476,18042,t
2477,3433,o
2478,21617,
2479,5784,
2480,6522,t
2481,21185,
2482,12091,
2483,16391,j
2484,20731,g
2485,4310,
2486,15264,
2487,7380,
2488,4941,s
2489,13568,
2490,14093,
2491,8994,
2492,952,
2493,2367,p
2494,12373,g
2495,7211,
2496,19361,j
2497,18143,t
2498,10799,c
2499,10397,
2500,16360,
2501,16740,
2502,2480,
2503,39,q
2504,8078,
2505,6065,
2506,18499,h
2507,19750,
2508,11554,
2509,10761,b
2510,1560,t
2511,5384,t
2512,3025,p
2513,17969,
2514,22340,
2515,15376,
2516,21097,
2517,18014,
2518,8795,
2519,19284,
2520,11994,
2521,16848,
2522,16909,
2523,17937,s
2524,18956,
2525,4287,l
2526,11322,o
2527,3375,
2528,6513,t
2529,3442,
2530,4914,
2531,15689,
2532,13032,
2533,13503,
2534,350,
2535,6008,a
2536,21150,
2537,4945,
2538,20902,t
2539,19079,
2540,7867,
2541,3513,
2542,11319,
2543,20979,t
2544,7175,
2545,23229,
2546,10491,
2547,1867,n
2548,13444,j
2549,17241,
2550,14522,q
2551,22388,
2552,22680,l
2553,18909,a
2554,13990,a
2555,12740,
2556,7191,g
2557,9954,t
2558,57,
2559,18306,
2560,15788,n
2561,21205,
2562,1749,
2563,4576,j
2564,1887,
2565,20413,i
2566,2826,e
2567,18614,
2568,15586,
2569,19808,
2570,731,
2571,17072,t
2572,1341,o
2573,14920,m
2574,8824,
2575,21640,
2576,1038,
2577,18802,
2578,20042,h
2579,16312,
2580,5975,
2581,6665,g
2582,1229,j
2583,10850,
2584,4124,
2585,8382,g
2586,15904,
2587,3079,
2588,2605,
2589,11472,
2590,16885,
2591,10889,j
2592,10460,
2593,1049,i
2594,19485,l
2595,2860,s
2596,20532,
2597,16931,
2598,4317,t
2599,16904,h
2600,13492,
2601,8552,
2602,13458,t
2603,23164,t
2604,19400,
2605,5224,
2606,630,
2607,9091,t
2608,12448,t
2609,9878,
2610,12658,
2611,17050,
2612,6002,
2613,6948,o
2614,20215,t
2615,18325,
2616,588,
2617,534,t
2618,2913,
2619,2938,i
2620,4737,
2621,4130,c
2622,3553,t
2623,1533,
2624,4271,p
2625,22477,g
2626,329,
2627,5911,d
2628,18658,
2629,2173,
2630,23077,t
2631,12812,d
2632,16539,t
2633,15132,
2634,3537,
2635,14978,
2636,8584,g
2637,16314,
2638,8727,g
2639,11507,a
2640,14133,
2641,22617,
2642,23014,
2643,1823,
2644,1089,
2645,2369,
2646,3810,
2647,14256,f
2648,15254,
2649,12028,
2650,9200,h
2651,5150,
2652,2941,c
2653,14091,
2654,2898,
2655,2675,t
2656,5937,
2657,5357,
2658,11704,
2659,13236,t
2660,16571,
2661,15570,
2662,673,
2663,2032,
2664,9915,b
2665,6015,s
2666,9434,t
2667,23251,
2668,7703,
2669,2317,
2670,4536,
2671,3226,f
2672,5136,
2673,3496,d
2674,19425,
2675,6491,
2676,1766,i
2677,11714,b
2678,8615,i
2679,1789,i
2680,6161,
2681,9557,t
2682,16601,d
2683,18245,
2684,3996,
2685,23280,t
2686,20907,
2687,1130,
2688,7791,t
2689,14511,i
2690,16883,
2691,1120,
2692,18212,
2693,13080,
2694,21053,
2695,4347,
2696,21246,t
2697,1446,
2698,4615,
2699,18484,k
2700,10893,o
2701,6599,f
2702,22278,t
2703,10227,n
2704,12504,
2705,7660,
2706,13738,
2707,18477,
2708,19042,
2709,14056,g
2710,11109,t
2711,11666,f
2712,3361,p
2713,1803,t
2714,4278,f
2715,3111,
2716,10214,i
2717,2653,b
2718,258,
2719,21026,t
2720,22421,t
2721,19936,k
2722,17806,t
2723,4441,i
2724,10025,
2725,16177,t
2726,6693,
2727,9295,
2728,14684,
2729,10932,g
2730,14625,
2731,22012,
2732,3824,
2733,3446,
2734,5831,t
2735,19027,
2736,15997,
2737,8850,
2738,13175,
2739,10246,
2740,21059,d
2741,11643,
2742,251,
2743,1637,t
2744,5391,l
2745,1391,
2746,1460,a
2747,16974,
2748,256,
2749,1864,
2750,21311,
2751,17069,
2752,22400,
2753,22612,f
2754,13518,
2755,10484,t
2756,6461,
2757,14703,
2758,10146,
2759,3146,i
2760,15248,
2761,3354,t
2762,14474,
2763,21349,t
2764,7252,t
2765,13111,h
2766,20630,t
2767,23207,b
2768,13381,g
2769,14974,
2770,2645,
2771,19242,
2772,8686,
2773,9067,
2774,3038,
2775,17022,
2776,21308,
2777,21631,
2778,7821,
2779,15773,
2780,18649,r
2781,22656,
2782,8780,
2783,21884,g
2784,12358,
2785,17618,g
2786,18472,
2787,13027,b
2788,16200,t
2789,7811,
2790,1933,
2791,11683,f
2792,11861,
2793,9916,
2794,18496,
2795,20104,
2796,16636,
2797,8327,
2798,13563,
2799,1111,
2800,8863,
2801,13807,t
2802,13415,
2803,5014,
2804,12095,
2805,21898,
2806,14855,
2807,2404,
2808,22738,
2809,7209,d
2810,7304,
2811,608,b
2812,13181,i
2813,11119,
2814,21529,
2815,10671,
2816,7939,
2817,22880,
2818,21228,
2819,3921,
2820,6380,
2821,17371,
2822,21234,
2823,5272,
2824,4516,c
2825,2019,
2826,9177,
2827,1003,
2828,9236,
2829,4320,
2830,23444,t
2831,11197,i
2832,18229,g
2833,21517,q
2834,17421,a
2835,11358,
2836,1041,
2837,7093,
2838,22976,o
2839,16573,t
2840,11305,
2841,9561,
2842,16786,
2843,20887,
2844,9184,a
2845,5904,a
2846,4952,
2847,11504,s
2848,515,
2849,16237,
2850,5896,
2851,11597,
2852,14397,j
2853,15177,
2854,2183,
2855,13569,
2856,15093,
2857,15989,
2858,18346,
2859,7499,
2860,7144,t
2861,4184,
2862,19624,
2863,8539,
2864,22117,
2865,4250,d
2866,1611,
2867,19746,
2868,8596,
2869,12417,
2870,8282,
2871,5917,t
2872,5002,
2873,22460,
2874,2664,
2875,8360,
2876,5198,
2877,18533,
2878,9701,
2879,5715,
2880,7432,
2881,22579,s
2882,18092,
2883,517,
2884,21801,i
2885,7817,t
2886,14918,
2887,10898,e
2888,12559,i
2889,11192,j
2890,20737,t
2891,18813,t
2892,9998,
2893,13437,
2894,22684,e
2895,3216,j
2896,3478,
2897,6541,g
2898,10457,
2899,2305,
2900,19177,
2901,5935,
2902,10694,f
2903,5102,j
2904,16927,t
2905,11185,
2906,10887,
2907,23186,g
2908,19092,f
2909,23083,g
2910,21408,t
2911,11823,t
2912,4369,t
2913,21404,
2914,10706,
2915,6009,g
2916,11542,m
2917,9445,m
2918,9389,
2919,21566,
2920,7424,
2921,17741,
2922,12768,
2923,6010,
2924,18415,
2925,3757,t
2926,15836,
2927,8000,q
2928,7370,
2929,9372,t
2930,20365,
2931,23607,t
2932,6893,
2933,2827,g
2934,12043,
2935,11245,
2936,17497,
2937,17189,
2938,15718,
2939,528,
2940,11065,t
2941,18931,
2942,2421,i
2943,23041,
2944,2614,
2945,17929,n
2946,4526,t
2947,2792,t
2948,16497,
2949,5313,
2950,7243,b
2951,8454,t
2952,21691,
2953,818,
2954,4126,
2955,2160,
2956,9344,
2957,22937,i
2958,18051,d
2959,23580,
2960,21587,
2961,11876,
2962,5634,
2963,21397,
2964,14756,q
2965,5457,
2966,10321,
2967,17896,
2968,7281,i
2969,10088,
2970,2885,
2971,15610,t
2972,15313,
2973,12112,
2974,9519,
2975,10941,
2976,20895,
2977,15467,
2978,5158,
2979,9088,b
2980,15733,t
2981,12708,
2982,4329,t
2983,7508,
2984,18046,
2985,4042,
2986,8518,
2987,1129,
2988,3609,
2989,10463,o
2990,2561,c
2991,11841,
2992,8543,k
2993,6724,
2994,20174,t
2995,2061,
2996,4858,b
2997,4927,
2998,15670,
2999,15209,
3000,7774,t
3001,22959,
3002,18342,
3003,12497,
3004,14886,
3005,19553,
3006,4343,j
3007,6882,
3008,16794,
3009,21800,t
3010,23556,
3011,8055,l
3012,10020,m
3013,1918,n
3014,2078,
3015,18090,
3016,16247,
3017,8022,
3018,12245,
3019,17152,
3020,14930,
3021,20642,
3022,20438,g
3023,19906,
3024,8160,
3025,19623,
3026,12906,
3027,5961,
3028,3583,t
3029,21102,
3030,21785,a
3031,21595,
3032,5143,
3033,15952,t
3034,8512,
3035,15699,
3036,18378,
3037,3771,
3038,19183,
3039,5679,
3040,6873,
3041,12763,
3042,14773,t
3043,6087,
3044,7971,t
3045,988,
3046,13957,
3047,19651,
3048,11260,d
3049,10506,
3050,2720,
3051,14832,i
3052,10749,
3053,4661,d
3054,8722,
3055,11830,
3056,18368,
3057,6397,
3058,17994,k
3059,14728,
3060,4456,
3061,20491,r
3062,6961,
3063,20040,
3064,13282,t
3065,7433,t
3066,9897,
3067,1881,o
3068,10752,
3069,16560,g
3070,15632,
3071,14851,
3072,11334,k
3073,8642,
3074,15649,i
3075,9651,i
3076,17082,
3077,20228,g
3078,9002,
3079,7528,
3080,21000,
3081,3295,t
3082,15141,
3083,9756,
3084,1729,
3085,6229,q
3086,16234,
3087,3128,
3088,15944,
3089,1093,a
3090,14448,i
3091,14122,
3092,5480,
3093,13737,
3094,9033,
3095,20554,t
3096,13906,
3097,17780,i
3098,9314,
3099,2094,
3100,8874,t
3101,20038,i
3102,6858,a
3103,6783,a
3104,799,g
3105,12814,
3106,21189,
3107,6308,
3108,5422,
3109,5817,t
3110,1071,
3111,17315,
3112,4215,o
3113,2157,
3114,13435,
3115,3619,
3116,21320,
3117,11354,
3118,20940,
3119,14898,
3120,14532,g
3121,3394,
3122,11900,
3123,9525,
3124,19359,k
3125,21986,
3126,17411,p
3127,2017,
3128,22667,t
3129,22689,
3130,23452,d
3131,6420,
3132,21876,
3133,22246,
3134,16707,
3135,3625,
3136,13240,t
3137,19138,n
3138,17570,
3139,16060,f
3140,13592,
3141,17176,
3142,12204,
3143,17638,e
3144,21895,q
3145,3372,
3146,18430,p
3147,13855,p
3148,6633,
3149,6134,
3150,9514,
3151,20724,t
3152,5037,
3153,10217,
3154,19309,t
3155,6823,
3156,16024,
3157,5602,
3158,22576,j
3159,20623,o
3160,15636,
3161,10844,
3162,21157,
3163,2912,t
3164,14934,
3165,5032,
3166,16412,
3167,14228,h
3168,14541,g
3169,19669,
3170,23048,
3171,2723,
3172,1167,
3173,5045,
3174,4398,o
3175,6452,
3176,8744,
3177,12515,
3178,3264,i
3179,18569,t
3180,18124,t
3181,22700,q
3182,21299,
3183,21318,t
3184,23337,j
3185,23337,j
3186,4961,
3187,16339,
3188,19139,t
3189,6776,t
3190,17212,
3191,10245,g
3192,7786,
3193,7689,
3194,20530,
3195,1155,
3196,15240,c
3197,17329,
3198,8696,
3199,8500,
3200,21156,
3201,5380,
3202,287,
3203,16266,
3204,8610,t
3205,17814,
3206,20536,
3207,17006,
3208,19573,
3209,21502,
3210,8177,b
3211,20287,
3212,6766,p
3213,7852,t
3214,19776,l
3215,17927,
3216,3823,t
3217,23278,
3218,10777,k
3219,4132,
3220,1911,n
3221,3865,j
3222,11524,
3223,11557,
3224,6622,
3225,5623,
3226,18436,q
3227,12638,g
3228,11451,t
3229,3717,
3230,674,
3231,17930,
3232,14554,
3233,6582,
3234,7142,
3235,11203,
3236,12153,m
3237,14830,
3238,12512,
3239,23577,
3240,1142,
3241,16044,
3242,22923,
3243,17798,
3244,4845,q
3245,23079,
3246,18532,
3247,14226,t
3248,12013,
3249,6468,n
3250,19747,n
3251,1521,t
3252,23589,
3253,14193,
3254,11806,
3255,461,i
3256,1937,
3257,18707,
3258,21845,t
3259,1939,
3260,15344,t
3261,17635,t
3262,18151,g
3263,20307,
3264,18168,
3265,4416,t
3266,8337,
3267,1236,
3268,15800,q
3269,14516,
3270,3552,i
3271,3068,p
3272,2731,
3273,13225,
3274,13721,
3275,841,p
3276,15500,
3277,21713,
3278,21687,
3279,5028,
3280,21602,
3281,7552,p
3282,21151,
3283,7937,
3284,3828,
3285,7125,a
3286,16253,n
3287,1598,s
3288,18406,
3289,2864,
3290,13594,
3291,23427,g
3292,14674,t
3293,17525,g
3294,8257,
3295,5330,
3296,20751,
3297,8034,k
3298,7290,
3299,14206,
3300,7285,
3301,10683,
3302,20898,
3303,14236,
3304,4211,
3305,6448,f
3306,4679,
3307,9638,
3308,16567,
3309,6495,
3310,10646,
3311,22198,
3312,15694,
3313,9863,
3314,4193,g
3315,3008,c
3316,17569,
3317,2147,j
3318,1105,
3319,9540,
3320,20291,
3321,10399,
3322,21108,
3323,5849,k
3324,22823,k
3325,16223,
3326,5610,
3327,4445,
3328,3966,t
3329,11645,t
3330,6977,t
3331,17429,
3332,18465,
3333,14307,
3334,15872,t
3335,2357,
3336,9904,
3337,3807,
3338,1487,t
3339,17398,t
3340,5985,
3341,3462,
3342,16586,
3343,598,c
3344,8220,
3345,21361,b
3346,2964,
3347,386,
3348,23302,h
3349,15912,
3350,15755,h
3351,3194,t
3352,8114,e
3353,4427,t
3354,11811,
3355,591,
3356,17712,
3357,157,
3358,4899,
3359,8657,
3360,12324,
3361,403,
3362,18994,t
3363,15469,q
3364,19679,
3365,18350,g
3366,7025,
3367,13214,
3368,14897,
3369,22452,
3370,9712,t
3371,11100,
3372,4618,
3373,10585,h
3374,16603,t
3375,12779,t
3376,14599,t
3377,16005,
3378,15220,
3379,602,
3380,16761,
3381,9847,
3382,948,
3383,13665,t
3384,3205,
3385,17001,
3386,14735,
3387,21,
3388,2537,t
3389,14627,j
3390,8413,c
3391,428,n
3392,4013,
3393,13814,j
3394,11883,p
3395,1118,h
3396,15099,a
3397,434,
3398,6980,a
3399,12293,i
3400,15406,
3401,10980,
3402,15896,
3403,3793,
3404,22663,i
3405,16285,
3406,8724,
3407,5934,
3408,9417,
3409,3294,t
3410,6836,b
3411,20374,t
3412,7321,p
3413,13252,
3414,22269,
3415,3036,
3416,17484,t
3417,252,
3418,16399,j
3419,21313,
3420,7342,
3421,10597,n
3422,13047,
3423,18776,
3424,12447,
3425,11758,n
3426,16653,t
3427,7684,
3428,23592,
3429,16932,
3430,11874,
3431,863,
3432,23569,
3433,8845,
3434,15067,
3435,12804,
3436,7674,
3437,21935,
3438,11778,
3439,14606,
3440,21369,
3441,19779,
3442,2553,
3443,4046,
3444,18476,t
3445,6117,
3446,13763,
3447,11366,
3448,576,
3449,20964,
3450,2977,a
3451,19200,t
3452,21344,
3453,11464,t
3454,12994,
3455,12850,
3456,10097,t
3457,10097,t
3458,17738,
3459,22354,
3460,20271,t
3461,15843,
3462,16583,c
3463,10379,
3464,8515,
3465,22412,
3466,22869,p
3467,22031,
3468,10791,
3469,6913,p
3470,16315,
3471,7395,k
3472,18578,
3473,4030,
3474,4079,
3475,13362,
3476,15216,
3477,16733,
3478,17957,
3479,20348,s
3480,3057,s
3481,12402,
3482,2059,
3483,22820,
3484,8229,j
3485,19373,
3486,145,k
3487,18653,
3488,21508,q
3489,7795,
3490,11953,
3491,374,
3492,13831,
3493,21772,t
3494,388,h
3495,19820,
3496,13378,
3497,11917,j
3498,8191,
3499,13317,
3500,16581,
3501,2663,
3502,13684,
3503,21614,
3504,9409,
3505,5734,n
3506,14246,s
3507,8855,r
3508,3716,f
3509,23571,i
3510,11938,g
3511,18334,
3512,7287,
3513,6243,i
3514,12524,t
3515,4336,
3516,12813,
3517,1684,i
3518,22243,
3519,9986,
3520,5963,
3521,9350,g
3522,9010,b
3523,17845,s
3524,7722,
3525,20735,
3526,8619,
3527,5850,
3528,19885,r
3529,7765,
3530,22540,
3531,13812,
3532,6304,p
3533,18952,b
3534,3353,
3535,23327,
3536,5572,
3537,10383,
3538,10975,
3539,22494,i
3540,12764,h
3541,12002,
3542,15152,
3543,10198,o
3544,11112,t
3545,17677,
3546,19901,
3547,12176,h
